what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353502672333
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1353502674393
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.collapseAll",1353502676265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1353502677155
executed,command,org.eclipse.m2e.launching,1.1.0.20120130-1704,"org.eclipse.m2e.actions.LifeCycleClean.run",1353502683319
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1353502685566
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1353502688094
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1353502689046
error,log,,,"C:\\Documents and Settings\\gdio\\Meus documentos\\Workspaces\\sourcesphere-myfinances\\myfinances\\target\\org.hibernate.common-hibernate-commons-annotations-4.0.1.Final-tests.jar",1353502689514
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353502693806
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353502694883
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1353502698425
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353502702046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353502703013
executed,command,org.eclipse.m2e.launching,1.1.0.20120130-1704,"org.eclipse.m2e.core.pomFileAction.run",1353502703029
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1353502705120
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1353502715264
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353502727670
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353502745196
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.collapseAll",1353502749237
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353502751266
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353502751282
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353502751329
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353503079770
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1353503080862
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353503082329
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353503184598
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1353503187203
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1353503187281
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1353503187281
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1353503188201
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1353503197325
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353503214895
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353503219695
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1353503219726
executed,command,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.disable.grammar.constraints",1353503226762
executed,command,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.disable.grammar.constraints",1353503233797
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353503238660
